'motivo','arruamento','troco','entidade','tipo_de_condicionamento','data_de_início','hora_de_inicio','data_de_fim','hora_de_fim','observacoes','registo_data','coordenada_x','coordenada_y','registo_hora','ultima_modificacao_data','ultima_modificacao_hora','objectid','esriGeometryPoint'
'Avaria de telecomunicações','Rua do Professor Duarte Leite','n.312','','Estreitamento',1684105200000,79200000,1684191600000,-2209161600000,'Cvp em passeio',1684105200000,-8.585028,41.17553,79200000,1684105200000,79320000,119232,'-37918.41110000014,167473.15960000022'
'Aluimento','Travessa da Senhora da Conceição','382','','Estreitamento',1684105200000,52440000,1684105200000,81900000,'',1684105200000,-8.60866,41.16044,52560000,1684105200000,52620000,119617,'-39923.43209999985,165734.36529999948'
'Incêndio urbano','Avenida de Fernão de Magalhães','Nº 715','','Estreitamento',1684105200000,58260000,1684105200000,60300000,'',1684105200000,-8.594807,41.15608,60900000,1684105200000,60960000,119231,'-38750.458599999554,165316.74880000012'
'Outro motivo','','51','','Ocupação do passeio',1684191600000,-180000,1684191600000,81900000,'Reparação pavimento no passeio',1684191600000,-8.639273,41.18109,-300000,1684191600000,-180000,120402,'-42466.68219999983,168115.01170000032'
'Avaria de telecomunicações','Avenida da Boavista','3523','meo','Ocupação do passeio',1684105200000,54480000,1684105200000,61680000,'',1684105200000,-8.664939,41.16379,54660000,1684105200000,54720000,119229,'-44631.9819,166206.39560000002'
'Outro motivo','','181','','Estreitamento',1684191600000,-2209161600000,1684191600000,81900000,'Reparação Pavimento na via',1684191600000,-8.590807,41.17473,-60000,1684191600000,-2209161600000,120403,'-38403.78959999982,167386.9521999994'
'Outro motivo','','55','','Estreitamento',1684191600000,1080000,1684191600000,81900000,'Reparação de tampa - Câmara intervenção',1684191600000,-8.672948,41.16351,960000,1684191600000,1080000,120404,'-45304.421599999914,166179.53280000007'
'Outro motivo','','1279','','Ocupação do passeio',1684191600000,1800000,1684191600000,81900000,'Reparação de tampa no passeio',1684191600000,-8.61329,41.16297,1680000,1684191600000,1800000,120405,'-40297.66949999978,166090.1806000007'
'Outro motivo','','778','','Estreitamento',1684191600000,1980000,1684191600000,81900000,'Abertura de sonda na via',1684191600000,-8.604806,41.153,1860000,1684191600000,2040000,119236,'-39591.647800000435,164979.80749999906'
'Rotura de conduta','','82','','Estreitamento',1684191600000,-900000,1684191600000,81900000,'Reparação de pavimento na via.',1684191600000,-8.640436,41.17362,-1200000,1684191600000,-840000,119233,'-42569.08789999965,167286.30739999915'
'Reparação de grelha / boca de lobo','Rua de Oliveira Monteiro','758','','Ocupação do passeio',1684105200000,44100000,1684105200000,81900000,'',1684105200000,-8.624731,41.16194,44280000,1684105200000,44280000,119609,'-41258.599600000365,165981.64430000074'
'Avaria de telecomunicações','Rua de Santos Pousada','1037','','Ocupação do passeio',1684105200000,53100000,1684105200000,56700000,'',1684105200000,-8.598942,41.15795,53460000,1684105200000,53520000,119227,'-39096.43049999979,165526.16960000055'
'Rotura de conduta','','1539','','Estreitamento',1684191600000,-900000,1684191600000,81900000,'Reparação de conduta na via com apoio Policial',1684191600000,-8.582785,41.15885,2760000,1684191600000,11400000,119237,'-37739.77900000008,165619.33249999952'
'Outro motivo','','82','','Estreitamento',1684191600000,3600000,1684191600000,81900000,'Rutura de ramal, com apoio Policial',1684191600000,-8.611052,41.15892,3480000,1684191600000,11520000,119238,'-40112.29980000016,165639.71610000046'
'Rotura de conduta','Rua das Taipas','72','','Estreitamento',1684191600000,27000000,1684191600000,81900000,'',1684191600000,-8.617394,41.1435,27000000,1684191600000,27180000,119239,'-40654.23330000046,163930.5856000002'
'Acidente rodoviário','Avenida da Associação Empresarial de Portugal','','IP/PSP','Estreitamento',1684191600000,27720000,1684191600000,30600000,'embate entre 2 viaturas ligeiras',1684191600000,-8.643222,41.16818,28080000,1684191600000,28260000,119241,'-42806.45010000016,166683.69910000113'
'Outro motivo','Rua de Fernandes Tomás','c/ R. de Santa Catarina','','Ocupação do passeio',1684191600000,27000000,1684191600000,81900000,'Substituir válvula de ramal',1684191600000,-8.60578,41.14981,27000000,1684191600000,27120000,119240,'-39675.326000000394,164625.88089999944'
'Outro motivo','','Em frente á antiga EDP','','Estreitamento',1684191600000,28800000,1684191600000,43200000,'Reparação de caixa de injetor',1684191600000,-8.637031,41.14848,3180000,1684191600000,3420000,120408,'-42299.6043999996,164492.43539999996'
'Outro motivo','','113','','Estreitamento',1684191600000,2700000,1684191600000,81900000,'Abertura de sonda na via',1684191600000,-8.638261,41.14899,2220000,1684191600000,2340000,120406,'-42402.53660000027,164549.3156'
'Outro motivo','','4','','Estreitamento',1684191600000,2700000,1684191600000,81900000,'Abertura de sonda na via',1684191600000,-8.673213,41.15011,2460000,1684191600000,2580000,120407,'-45335.91920000039,164691.48259999964'
'Reparação de grelha / boca de lobo','Rua da Senhora da Luz','nº 256','','Ocupação do passeio',1684191600000,33480000,1684191600000,81900000,'Colocação de grelha',1684191600000,-8.676735,41.1513,33420000,1684191600000,33600000,119247,'-45630.747800000005,164825.70460000102'
'Outro motivo','Rua da Firmeza','','soltrafego','Ocupação do passeio',1684191600000,30600000,1684191600000,81900000,'',1684191600000,-8.605298,41.15098,30780000,1684191600000,30840000,119244,'-39634.14180000035,164755.0640999995'
'Outro motivo','Rua do Dr. Maurício Esteves Pereira Pinto','Nº 238','','Ocupação do passeio',1684191600000,39180000,1684191600000,81900000,'desempenar tomada',1684191600000,-8.582148,41.15494,38760000,1684191600000,39180000,120410,'-37688.55179999958,165184.2761999999'
'Outro motivo','Rua do Amial','Com estrada da Circunvalação','Soltrafego;PM','Estreitamento',1684191600000,28800000,1684191600000,61200000,'Execução de espiras (Com autorização superior)',1684191600000,-8.613462,41.18313,29040000,1684191600000,31860000,119242,'-40299.736700000205,168329.69669999898'
'Avaria de telecomunicações','Rua do Bonfim','Nº 334','PDT-António Fonseca','Ocupação do passeio',1684191600000,34380000,1684191600000,36300000,'Abrir CVP',1684191600000,-8.595198,41.15028,34320000,1684191600000,34440000,119248,'-38786.71970000029,164672.55309999923'
'Avaria de telecomunicações','Rua de Vale Formoso','446','','Ocupação do passeio',1684191600000,32400000,1684191600000,35100000,'Abrir CVP',1684191600000,-8.61269,41.16928,32760000,1684191600000,32820000,120409,'-40243.46059999989,166791.0770999998'
'Avaria elétrica','Rua do Bonfim','Nº 370','','Ocupação do passeio',1684191600000,30300000,1684191600000,81900000,'baixa tensão',1684191600000,-8.594174,41.15082,30360000,1684191600000,30480000,119243,'-38700.48589999981,164732.4795999992'
'Avaria de telecomunicações','Rua de Ramalde do Meio','14','','Estacionamento',1684191600000,41400000,1684191600000,45900000,'',1684191600000,-8.640012,41.17314,41760000,1684191600000,41820000,120812,'-42533.877299999804,167233.07359999977'
'Avaria de telecomunicações','Rua de Camões','356','Visabeira','Ocupação do passeio',1684191600000,35100000,1684191600000,81900000,'PSP no local',1684191600000,-8.609982,41.1551,35400000,1684191600000,35460000,119249,'-40024.811200000186,165215.10859999983'
'Avaria de telecomunicações','Largo da Alfândega','Nº 20','Wondercom','Ocupação do passeio',1684191600000,40440000,1684191600000,47640000,'Abrir CVP',1684191600000,-8.62195,41.14388,40380000,1684191600000,40500000,120811,'-41036.4367000004,163974.38030000025'
'Avaria de telecomunicações','Avenida de Fernão de Magalhães','Nº 1777','','Ocupação do passeio',1684191600000,35880000,1684191600000,39480000,'Abrir CVP',1684191600000,-8.589255,41.16473,35820000,1684191600000,35940000,119250,'-38279.3832999998,166275.32049999936'
'Outro motivo','Rua da Vilarinha','Nº 1234','','Ocupação do passeio',1684191600000,32700000,1684191600000,81900000,'Abertura de Sonda',1684191600000,-8.672617,41.17169,32700000,1684191600000,32880000,119245,'-45270.98099999964,167087.77400000038'
'Outro motivo','Rua do Passeio Alegre','Nº 118','','Ocupação do passeio',1684191600000,32700000,1684191600000,81900000,'Reparação Hidrante',1684191600000,-8.662733,41.14781,32700000,1684191600000,32820000,119246,'-44457.66810000029,164430.5470000005'
'Avaria de veículo','Avenida de Sidónio Pais','','PSP','Estreitamento',1684191600000,42000000,1684191600000,44400000,'',1684191600000,-8.634137,41.16355,42180000,1684191600000,42300000,120813,'-42046.99569999988,166164.47680000018'
'Avaria de veículo','Via de Cintura Interna','Após Nó Bonjoia','IP','Estreitamento',1684191600000,39600000,1684191600000,43200000,'',1684191600000,-8.583025,41.15594,39840000,1684191600000,39900000,120411,'-37761.60460000019,165296.40990000032'
'Avaria de telecomunicações','Rua do Almada','Nº 180','Telcabo- José Ribeiro','Ocupação do passeio',1684191600000,46500000,1684191600000,48600000,'Abrir CVP',1684191600000,-8.612166,41.14781,46380000,1684191600000,46680000,120814,'-40212.66600000025,164406.8171'
'Avaria de telecomunicações','Rua de Belém','Nº 204','Groupfix','Ocupação do passeio',1684191600000,46560000,1684191600000,61200000,'substituir Poste telecomunicações',1684191600000,-8.584592,41.17039,46560000,1684191600000,46620000,120815,'-37884.752899999796,166901.3039999996'
'Aluimento','Rua de Fez','nº 1112','','Ocupação do passeio',1684191600000,48120000,1684191600000,81900000,'',1684191600000,-8.663626,41.16184,48060000,1684191600000,48120000,120817,'-44523.088600000374,165990.2400999997'
'Outro motivo','Rua do Professor Abílio Cardoso','Nº 47','','Ocupação do passeio',1684191600000,48600000,1684191600000,81900000,'Rotura de ramal domiciliário',1684191600000,-8.641319,41.15117,48600000,1684191600000,48840000,121611,'-42657.83169999999,164793.38479999962'
'Outro motivo','Avenida do Dr. Antunes Guimarães','Nº 268','','Estreitamento',1684191600000,47700000,1684191600000,81900000,'Abertura de sonda',1684191600000,-8.662031,41.1662,47880000,1684191600000,48780000,120816,'-44315.02950000015,166424.51860000065'
'Reparação de válvula','Rua do Campo Alegre','Nº 1048','','Estacionamento',1684191600000,49740000,1684191600000,81900000,'',1684191600000,-8.640681,41.15358,49680000,1684191600000,49740000,120820,'-42602.69469999993,165060.45410000003'
'Reparação de válvula','Rua Júlio Lourenço Pinto','Nº 146','','Ocupação do passeio',1684191600000,48600000,1684191600000,81900000,'Subst. Válvula de Ramal',1684191600000,-8.646568,41.15333,48540000,1684191600000,49140000,121211,'-43097.0423999996,165036.2021999994'
'Outro motivo','Rua de Gil Eanes','','','Ocupação do passeio',1684191600000,48600000,1684191600000,81900000,'Rotura de Ramal',1684191600000,-8.659502,41.15631,48480000,1684191600000,49200000,120818,'-44180.75239999969,165373.2026000006'
'Outro motivo','Rua de João Corregedor da Fonseca','Nº 11','','Ocupação do passeio',1684191600000,48600000,1684191600000,81900000,'Reparação de ramal',1684191600000,-8.57663,41.17868,48660000,1684191600000,48780000,121212,'-37211.8816999998,167819.02529999966'
'Avaria de CCTV','','CA012P002 - Santa Catarina / Formosa (saída)','','',1682550000000,1694956000,'','',' ',1682550000000,-8.606379,41.148191,1694956000,1682550000000,1694956000,120822,'-39726.59999999957,164446.02780000056'
'Avaria de telecomunicações','Rua de Nossa Senhora de Fátima','Nº 462','MEO','Ocupação do passeio',1684191600000,50400000,1684191600000,61200000,'',1684191600000,-8.627323,41.15877,50880000,1684191600000,50940000,121612,'-41478.12040000036,165630.79410000052'
'Outro motivo','Rua de Júlio Dinis','Zona da Galiza Norte','Ferrovial - ACA','Estreitamento',1684278000000,32400000,1684278000000,46800000,'Linha Circular do Metro do Porto - tampas de marcas de superfície danificadas',1684191600000,-8.6264,41.15318,53280000,1684191600000,53640000,120823,'-41404.20449999997,165009.53839999976'
'Outro motivo','Rua do Dr. Alfredo de Magalhães','36','','Ocupação do passeio',1684191600000,54180000,1684191600000,81900000,'substituir válvula ramal',1684191600000,-8.609491,41.15435,54300000,1684191600000,54360000,121613,'-39984.10039999988,165131.95020000095'
'Outro motivo','Rua de José de Carvalho','26','','Ocupação do passeio',1684191600000,54180000,1684191600000,81900000,'substituir válvula ramal',1684191600000,-8.676529,41.15532,54420000,1684191600000,54480000,122013,'-45610.63140000032,165272.7466000007'
'Outro motivo','Rua de Aires de Ornelas','15','','Ocupação do passeio',1684191600000,54180000,1684191600000,81900000,'verificar ramal aos 30',1684191600000,-8.595359,41.1556,54480000,1684191600000,54540000,122014,'-38797.13779999971,165263.32359999968'
'Avaria de telecomunicações','Rua de D. Agostinho de Jesus e Sousa','Nº 30','Altice','Ocupação do passeio',1684191600000,54900000,1684191600000,56700000,'',1684191600000,-8.596539,41.15383,54840000,1684191600000,55020000,122015,'-38897.228400000306,165067.511499999'
'Outro motivo','Rua do Paraíso','331','','Estreitamento',1684278000000,26100000,1684278000000,81900000,'Substituir válvula de ramal',1684278000000,-8.611092,41.15708,26160000,1684278000000,26640000,122027,'-40116.77489999963,165435.3270999993'
'Outro motivo','Rua de Serpa Pinto','C/ Constituição','PM','Estreitamento',1684278000000,28200000,1684278000000,29400000,'Descarga de pesado.',1684278000000,-8.620658,41.16383,28320000,1684278000000,28380000,122031,'-40915.51499999965,166189.62570000076'
'Outro motivo','Rua do Conde de Avranches','688','','Ocupação do passeio',1684191600000,57300000,1684191600000,81900000,'rotura de ramal',1684191600000,-8.611894,41.17673,57360000,1684191600000,57420000,122017,'-40172.10159999979,167618.49389999942'
'Outro motivo','','1539, frente a antiga EDP','Com apoio policial','Estreitamento',1684278000000,27000000,1684278000000,81900000,'Rutura de conduta ,com apoio Policial',1684278000000,-8.583075,41.15887,4080000,1684278000000,9780000,122026,'-37764.079099999784,165622.1498000011'
'Outro motivo','','','','Ocupação do passeio',1684278000000,27000000,1684278000000,81900000,'Passeio',1684278000000,-8.628845,41.16899,2880000,1684278000000,2940000,122023,'-41599.36749999969,166766.4634000006'
'Avaria de telecomunicações','Rua de Cimo de Vila','Nº 25','Groupfix','Ocupação do passeio',1684278000000,29640000,1684278000000,43200000,'Abrir CVP',1684278000000,-8.608949,41.14435,29580000,1684278000000,29640000,122032,'-39944.670900000274,164020.8800000007'
'Outro motivo','','120','','Ocupação do passeio',1684278000000,27000000,1684278000000,81900000,'Reparação de boca de lobo',1684278000000,-8.623282,41.13564,3300000,1684278000000,3540000,122024,'-41153.42709999995,163059.45969999942'
'Outro motivo','','169','','Ocupação do passeio',1684278000000,27000000,1684278000000,81900000,'Passeio',1684278000000,-8.596526,41.15663,2700000,1684278000000,2820000,122022,'-38894.47769999971,165378.23420000082'
'Avaria de telecomunicações','Rua de Ferreira Cardoso','202','PDT','Ocupação do passeio',1684191600000,55440000,1684191600000,57600000,'','',-8.597473,41.14763,'',1684191600000,55440000,122016,'-38979.26269999985,164379.34119999962'
'Outro motivo','','799','','Ocupação do passeio',1684278000000,27000000,1684278000000,81900000,'Passeio',1684278000000,-8.599332,41.1559,2580000,1684278000000,2640000,122021,'-39130.404699999955,165299.20319999914'
'Outro motivo','Rua do Lagarteiro','','','Estreitamento',1684278000000,27000000,1684278000000,81900000,'Estreitamento de via',1684278000000,-8.568473,41.15164,1800000,1684278000000,2040000,122020,'-36542.53280000015,164811.8737000002'
